bookid,title,author,genres,rating,numofratings,bbescores,pages,price
449,The Reader,Bernhard Schlink,Fiction,3.76,170792,22873,216,3.0
450,Nineteen Minutes,Jodi Picoult,Fiction,4.13,300559,22630,440,2.0
451,The House of Hades,Rick Riordan,Fantasy,4.54,262082,22460,597,8.0
452,Shantaram,Gregory David,Fiction,4.25,167687,22250,936,5.0
453,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,Nonfiction,3.99,521583,22245,447,5.0
454,Redeeming Love,Francine Rivers,Christian Fiction,4.49,213071,22088,479,3.0
455,The Age of Innocence,Edith Wharton,Classics,3.95,139451,21996,293,3.0
456,The Host,Stephenie Meyer,Young Adult,3.84,894942,21793,620,3.0
457,The Lost Symbol,Dan Brown,Fiction,3.71,521050,21758,509,0.0
459,Betrayed,PC Cast,Young Adult,3.93,240057,21656,310,3.0
461,The Grapes of Wrath,John Steinbeck,Classics,3.97,750113,21605,479,27.0
462,Northanger Abbey,Jane Austen,Classics,3.83,297878,21528,251,0.0
463,The Voyage of the Dawn Treader,CS Lewis,Fantasy,4.09,394867,21419,248,7.0
464,Dubliners,James Joyce,Classics,3.85,122998,21387,207,2.0
465,Lover Awakened,JR Ward,Romance,4.44,161481,21280,448,2.0
467,A Court of Thorns and Roses,Sarah J,Fantasy,4.22,476270,21102,419,18.0
468,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,Fiction,3.83,522717,20996,383,1.0
469,The Waste Land,TS Eliot,Poetry,4.11,42721,20932,320,5.0
470,Untamed,PC Cast,Young Adult,3.95,213569,20905,338,2.0
471,Everything Is Illuminated,Jonathan Safran,Fiction,3.9,164231,20856,276,1.0
473,Crown of Midnight,Sarah J,Fantasy,4.42,338827,20640,420,18.0
475,I Know Why the Caged Bird Sings,Maya Angelou,Nonfiction,4.24,409104,20401,289,4.0
476,"I, Robot",Isaac Asimov,Science Fiction,4.2,275620,20373,224,8.0
477,The Twilight Collection,Stephenie Meyer,Young Adult,3.79,43735,20353,1690,28.0
478,The Pearl,John Steinbeck,Classics,3.48,187901,20347,96,12.0
479,The One,Kiera Cass,Young Adult,4.2,380344,20204,323,3.0
480,The Jungle,Upton Sinclair,Classics,3.75,128835,20164,335,2.0
481,Carrie,Stephen King,Horror,3.96,520467,20134,253,7.0
482,Snow Falling on Cedars,David Guterson,Fiction,3.84,166026,19933,460,1.0
483,Voyager,Diana Gabaldon,Historical Fiction,4.37,257178,19903,870,5.0
484,"I, Claudius",Robert Graves,Historical Fiction,4.23,56652,19881,468,3.0
485,Heir of Fire,Sarah J,Fantasy,4.48,279699,19839,565,8.0
486,Me Talk Pretty One Day,David Sedaris,Nonfiction,3.99,617998,19727,272,1.0
487,Chosen,PC Cast,Young Adult,3.91,222066,19431,307,1.0
488,A Room with a View,EM Forster,Classics,3.91,151892,19369,119,9.0
489,Bleak House,Charles Dickens,Classics,4.0,97024,19159,1017,5.0
490,The Republic,Plato Desmond,Philosophy,3.94,170877,19148,416,2.0
491,The Last Battle,CS Lewis,Fantasy,4.02,221884,19027,288,1.0
492,The Exorcist,William Peter,Horror,4.18,180610,18994,385,6.0
493,The Elephant Tree,RD Ronald,Thriller,4.14,62111,18819,252,5.0
494,Coraline,Neil Gaiman,Fantasy,4.06,481547,18768,162,11.0
496,The 5th Wave,Rick Yancey,Young Adult,4.04,388363,18378,457,1.0
497,The Iron King,Julie Kagawa,Fantasy,3.9,191982,18358,363,3.0
498,Quantum Roots II: Worm Holes,Kyle Keyes,Drama,4.34,9170,18334,296,14.0
499,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire,Young Adult,4.33,259916,18331,359,19.0
500,The Arabian Nights,Anonymous Richard,Classics,4.04,61139,18263,1049,2.0
502,Torment,Lauren Kate,Young Adult,3.87,207858,18239,452,4.0
503,Bloodlines,Richelle Mead,Young Adult,4.2,167342,18233,421,8.0
505,Vanity Fair,William Makepeace,Classics,3.79,118061,18214,867,3.0
506,Wizard's First Rule,Terry Goodkind,Fantasy,4.12,229229,18170,836,4.0
507,North and South,Elizabeth Gaskell,Classics,4.13,143583,18164,521,2.0
508,Brideshead Revisited,Evelyn Waugh,Classics,4.0,93254,18047,351,8.0
509,The God Delusion,Richard Dawkins,Nonfiction,3.9,231421,18030,374,4.0
511,Of Human Bondage,W Somerset,Classics,4.11,50005,17859,684,6.0
513,World War Z: An Oral History of the Zombie War,Max Brooks,Horror,4.01,439825,17610,342,5.0
514,A Great and Terrible Beauty,Libba Bray,Fantasy,3.78,207828,17567,403,9.0
515,Bared to You,Sylvia Day,Romance,4.18,453822,17549,334,5.0
516,The Witching Hour,Anne Rice,Horror,4.11,101853,17529,1207,5.0
517,The War of the Worlds,HG Wells,Classics,3.83,244696,17478,192,2.0
518,The Summoning,Kelley Armstrong,Young Adult,4.02,154537,17426,390,4.0
519,"Cry, the Beloved Country",Alan Paton,Fiction,3.89,67315,17296,316,6.0
520,Johnny Got His Gun,Dalton Trumbo,Fiction,4.18,34329,17156,309,6.0
521,Chocolat,Joanne Harris,Fiction,3.96,113117,17156,306,3.0
522,Halfway to the Grave,Jeaniene Frost,Paranormal,4.16,135762,17038,358,3.0
523,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,Nonfiction,3.65,325780,17023,349,2.0
524,Perfect Chemistry,Simone Elkeles,Romance,4.06,239522,17008,368,34.0
525,Red Queen,Victoria Aveyard,Fantasy,4.04,565018,17003,383,0.0
526,City of Glass,Cassandra Clare,Fantasy,4.31,795269,16969,541,3.0
527,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare,Fantasy,4.56,64925,16931,1520,53.0
528,The Woman in White,Wilkie Collins,Classics,3.99,131636,16913,672,3.0
529,Angels & Demons,Dan Brown,Fiction,3.9,2675792,16909,736,3.0
530,Just Listen,Sarah Dessen,Young Adult,4.06,231380,16745,371,3.0
531,2001: A Space Odyssey,Arthur C,Science Fiction,4.15,259477,16704,297,5.0
532,The Truth About Forever,Sarah Dessen,Young Adult,4.12,208954,16672,374,3.0
533,A Discovery of Witches,Deborah Harkness,Fantasy,4.0,369030,16633,579,10.0
534,Unwind,Neal Shusterman,Young Adult,4.17,191718,16625,337,6.0
535,Trainspotting,Irvine Welsh,Fiction,4.07,153108,16613,430,1.0
536,Are You My Mother?,PD Eastman,Childrens,4.19,213395,16520,64,3.0
537,Cannery Row,John Steinbeck,Classics,4.04,111988,16505,181,10.0
538,Much Ado About Nothing,William Shakespeare,Classics,4.06,214654,16497,246,2.0
539,Swann's Way,Marcel Proust,Classics,4.12,47095,16418,444,7.0
540,Sarah's Key,Tatiana de,Historical Fiction,4.16,419544,16390,294,5.0
541,The Polar Express,Chris Van,Picture Books,4.3,211762,16270,32,3.0
542,Acheron,Sherrilyn Kenyon,Paranormal Romance,4.57,54507,16205,728,4.0
543,Lady Chatterley's Lover,DH Lawrence,Classics,3.51,101575,16204,376,9.0
544,The Elite,Kiera Cass,Young Adult,4.02,425506,16080,336,11.0
545,Silence,Becca Fitzpatrick,Young Adult,4.12,243855,16076,448,4.0
547,Nine Stories,JD Salinger,Short Stories,4.18,134130,15991,198,3.0
549,The Return of the King,JRR Tolkien,Fantasy,4.53,678718,15932,385,5.0
550,All the Bright Places,Jennifer Niven,Young Adult,4.15,300214,15905,378,11.0
551,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,Nonfiction,4.18,395109,15858,368,4.0
552,Far From the Madding Crowd,Thomas Hardy,Classics,3.94,128802,15791,433,3.0
554,I Am Number Four,Pittacus Lore,Young Adult,3.94,312327,15754,440,3.0
556,Dead to the World,Charlaine Harris,Fantasy,4.12,243552,15727,291,1.0
557,Persuasion,Jane Austen,Classics,4.14,524408,15688,249,1.0
559,You Are Special,Max Lucado,Picture Books,4.45,49173,15642,32,1.0
560,Sabriel,Garth Nix,Fantasy,4.15,184931,15638,491,1.0
561,Cutting for Stone,Abraham Verghese,Fiction,4.29,336889,15633,541,5.0
563,Being and Time,Martin Heidegger,Philosophy,4.03,20123,15553,589,16.0
564,The Goose Girl,Shannon Hale,Fantasy,4.12,131340,15490,383,8.0
565,I Capture the Castle,Dodie Smith,Classics,4.0,84598,15485,408,7.0
568,The Glass Menagerie,Tennessee Williams,Plays,3.71,111716,15284,104,3.0
569,Twelfth Night,William Shakespeare,Classics,3.98,155507,15244,272,6.0
570,The Darkest Minds,Alexandra Bracken,Young Adult,4.18,148411,15203,488,1.0
572,The Hours,Michael Cunningham,Fiction,3.94,125158,15131,230,3.0
573,Drums of Autumn,Diana Gabaldon,Historical Fiction,4.33,207375,15067,928,14.0
574,Wicked Lovely,Melissa Marr,Fantasy,3.69,152748,15054,328,3.0
575,P.S. I Love You,Cecelia Ahern,Romance,4.02,337392,15036,501,2.0
576,Queen of Shadows,Sarah J,Fantasy,4.55,241837,14997,648,11.0
577,Hunted,PC Cast,Young Adult,3.93,162512,14922,323,3.0
579,A Christmas Carol,Charles Dickens,Classics,4.06,599679,14892,104,6.0
580,The Merchant of Venice,William Shakespeare,Classics,3.8,157847,14882,337,6.0
581,The Last Unicorn,Peter S,Fantasy,4.15,97068,14809,294,10.0
583,Little House in the Big Woods,Laura Ingalls,Classics,4.18,233066,14731,198,1.0
584,Hyperion,Dan Simmons,Science Fiction,4.23,188129,14720,482,4.0
585,No Country for Old Men,Cormac McCarthy,Fiction,4.12,147954,14661,309,2.0
586,The Bean Trees,Barbara Kingsolver,Fiction,3.97,135045,14620,232,4.0
587,The Raven Boys,Maggie Stiefvater,Fantasy,4.05,269946,14611,409,6.0
588,The Bad Beginning,Lemony Snicket,Fiction,3.95,397774,14584,176,3.0
589,Cyrano de Bergerac,Edmond Rostand,Classics,4.07,72058,14569,240,3.0
590,Speaker for the Dead,Orson Scott,Science Fiction,4.07,225112,14462,382,2.0
591,The Westing Game,Ellen Raskin,Mystery,4.01,165228,14422,182,6.0
592,Interpreter of Maladies,Jhumpa Lahiri,Short Stories,4.15,160157,14341,198,5.0
593,The Red Pyramid,Rick Riordan,Fantasy,4.08,318529,14315,516,1.0
595,The Goldfinch,Donna Tartt,Fiction,3.92,719757,14278,771,4.0
596,All the King's Men,Robert Penn,Fiction,4.07,58056,14192,439,1.0
597,Julius Caesar,William Shakespeare,Classics,3.69,168778,14148,128,1.0
598,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,Contemporary,4.33,5293,14021,74,21.0
599,Anne of Avonlea,LM Montgomery,Classics,4.21,143967,14010,304,1.0
600,A Dog's Purpose,W Bruce,Fiction,4.34,113613,14004,319,2.0
601,Peace Like a River,Leif Enger,Fiction,4.0,78941,13833,312,2.0
602,We Need to Talk About Kevin,Lionel Shriver,Fiction,4.05,162192,13720,400,4.0
604,A Monster Calls,Patrick Ness,Fantasy,4.35,208089,13650,237,2.0
605,The Wasp Factory,Iain Banks,Fiction,3.81,82590,13532,192,6.0
606,The Art of War,Sun Tzu,Nonfiction,3.97,329815,13503,273,6.0
607,Poison Study,Maria V,Fantasy,4.11,142074,13484,427,12.0
608,Mythology,Edith Hamilton,Mythology,4.0,44903,13479,497,4.0
609,The Two Towers,JRR Tolkien,Fantasy,4.44,719647,13423,322,3.0
610,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,Fiction,3.95,92617,13411,182,5.0
612,The Queen of the Damned,Anne Rice,Horror,3.89,136927,13322,448,3.0
613,Left Behind,Tim LaHaye,Fiction,3.83,204035,13288,342,6.0
614,The Eyre Affair,Jasper Fforde,Fantasy,3.88,119366,13280,374,3.0
615,Inheritance,Christopher Paolini,Fantasy,4.1,213855,13277,849,8.0
616,Before I Fall,Lauren Oliver,Young Adult,3.9,294697,13190,470,2.0
617,The Talisman,Stephen King,Horror,4.13,107729,13106,656,6.0
618,Where She Went,Gayle Forman,Young Adult,4.02,257190,13089,297,3.0
619,Prince Caspian,CS Lewis,Fantasy,3.97,348465,12992,240,1.0
620,The Memory Keeper's Daughter,Kim Edwards,Fiction,3.67,560123,12976,401,2.0
621,The Knife of Never Letting Go,Patrick Ness,Young Adult,3.97,151632,12974,512,3.0
622,Shadowfever,Karen Marie,Urban Fantasy,4.41,97885,12900,608,4.0
623,Gone,Michael Grant,Young Adult,3.86,179064,12889,560,4.0
624,Native Son,Richard Wright,Fiction,3.99,89484,12831,504,4.0
625,Seabiscuit: An American Legend,Laura Hillenbrand,Nonfiction,4.22,144419,12822,457,3.0
627,The Killer Angels,Michael Shaara,Historical Fiction,4.32,75273,12727,345,1.0
628,Foucault's Pendulum,Umberto Eco,Fiction,3.9,59687,12708,623,4.0
629,The Scorch Trials,James Dashner,Young Adult,3.91,446032,12705,362,2.0
630,Darkfever,Karen Marie,Fantasy,4.09,155285,12701,309,8.0
631,The History of Love,Nicole Krauss,Fiction,3.92,121146,12673,255,1.0
634,Pretties,Scott Westerfeld,Young Adult,3.85,230361,12536,370,3.0
635,The Bourne Identity,Robert Ludlum,Fiction,4.02,396714,12505,566,0.0
636,Words of Radiance,Brandon Sanderson,Fantasy,4.75,207369,12481,1087,15.0
637,Possession,AS Byatt,Fiction,3.88,72691,12477,555,3.0
638,Gravity's Rainbow,Thomas Pynchon,Fiction,3.98,38347,12436,776,14.0
639,A People's History of the United States,Howard Zinn,History,4.07,191663,12431,729,12.0
640,I Am Legend and Other Stories,Richard Matheson,Horror,4.0,118698,12419,317,5.0
641,A Brief History of Time,Stephen Hawking,Science,4.18,303285,12369,212,2.0
643,Oedipus Rex,Sophocles JE,Classics,3.71,170516,12355,75,3.0
644,Scarlet,Marissa Meyer,Young Adult,4.27,311788,12324,454,17.0
645,Alanna: The First Adventure,Tamora Pierce,Fantasy,4.24,116168,12317,274,3.0
648,John Adams,David McCullough,History,4.06,311423,12230,751,6.0
649,One for the Money,Janet Evanovich,Mystery,4.04,483024,12213,320,6.0
650,A Wizard of Earthsea,Ursula K,Fantasy,3.99,240994,12200,183,14.0
651,The Song of Achilles,Madeline Miller,Historical Fiction,4.35,228034,12194,352,45.0
652,Lover Unbound,JR Ward,Paranormal,4.33,120438,12140,528,2.0
653,Champion,Marie Lu,Dystopia,4.34,166966,12108,369,4.0
654,The Haunting of Hill House,Shirley Jackson,Horror,3.84,162196,12103,182,12.0
656,Assassin's Apprentice,Robin Hobb,Fantasy,4.15,235134,12025,435,5.0
657,I'll Give You the Sun,Jandy Nelson,Young Adult,4.14,254493,11993,371,9.0
658,1Q84,Haruki Murakami,Fiction,3.92,201096,11957,925,7.0
659,The Night Before Christmas,Clement C,Christmas,4.37,108994,11881,32,3.0
660,The Yellow Wallpaper and Other Stories,Charlotte Perkins,Classics,4.04,80041,11878,70,1.0
661,The Magus,John Fowles,Fiction,4.05,47509,11805,656,5.0
662,Oryx and Crake,Margaret Atwood,Fiction,4.01,221061,11797,389,3.0
663,Tempted,PC Cast,Young Adult,3.95,152113,11727,319,2.0
664,Cress,Marissa Meyer,Young Adult,4.43,274670,11710,552,2.0
665,Inferno,Dan Brown,Fiction,3.85,469149,11667,463,3.0
666,A Breath of Snow and Ashes,Diana Gabaldon,Historical Fiction,4.44,138839,11633,993,5.0
667,Night Watch,Terry Pratchett,Fantasy,4.5,94059,11622,480,81.0
668,A Heartbreaking Work of Staggering Genius,Dave Eggers,Fiction,3.69,171145,11571,485,2.0
669,Veronika Decides to Die,Paulo Coelho,Fiction,3.7,174383,11482,210,2.0
672,Jitterbug Perfume,Tom Robbins,Fiction,4.22,68650,11310,342,0.0
673,Papillon,Henri Charrière,Nonfiction,4.24,55950,11307,544,4.0
674,Prodigal Summer,Barbara Kingsolver,Fiction,4.0,98393,11284,444,3.0
675,Corelli's Mandolin,Louis de,Fiction,3.98,76813,11283,437,3.0
676,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,Young Adult,3.83,173292,11238,284,4.0
677,Matching Configurations: QUANTUM ROOTS III,Kyle Keyes,Contemporary,4.39,5171,11233,296,14.0
678,The Fiery Cross,Diana Gabaldon,Historical Fiction,4.24,170921,11201,1443,4.0
679,The Magic Mountain,Thomas Mann,Fiction,4.11,37578,11186,706,9.0
680,The Sisterhood of the Traveling Pants,Ann Brashares,Young Adult,3.8,623509,11115,294,3.0
681,Howl and Other Poems,Allen Ginsberg,Poetry,4.13,93609,11078,56,10.0
682,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,EL Konigsburg,Fiction,4.15,189002,11067,178,1.0
683,The Elegance of the Hedgehog,Muriel Barbery,Fiction,3.77,148455,11034,325,3.0
684,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith,Religion,4.34,75222,11029,531,2.0
686,Cosmos,Carl Sagan,Science,4.37,116244,10968,384,22.0
687,The Big Sleep,Raymond Chandler,Mystery,3.99,125889,10956,231,4.0
689,Quantum Roots,Kyle Keyes,Drama,4.35,8811,10903,262,12.0
690,Message in a Bottle,Nicholas Sparks,Romance,3.96,214941,10885,342,4.0
692,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,History,4.22,66202,10874,509,3.0
693,Prodigy,Marie Lu,Dystopia,4.26,201922,10837,371,3.0
694,The Power of Myth,Joseph Campbell,Nonfiction,4.26,44260,10800,320,11.0
695,City of Ashes,Cassandra Clare,Fantasy,4.17,746180,10789,453,4.0
696,The No. 1 Ladies' Detective Agency,Alexander McCall,Mystery,3.79,232489,10753,235,1.0
697,Love Story,Erich Segal,Romance,3.62,52614,10703,224,3.0
698,Glass Houses,Rachel Caine,Vampires,3.91,93231,10691,239,2.0
699,Twenty Thousand Leagues Under the Sea,Jules Verne,Classics,3.89,198381,10684,394,4.0
700,Confessions of a Shopaholic,Sophie Kinsella,Chick Lit,3.65,647366,10681,368,0.0
701,Lover Revealed,JR Ward,Romance,4.3,122059,10672,480,2.0
702,Odd Thomas,Dean Koontz,Horror,3.97,249532,10667,446,14.0
703,The Edge of Never,JA Redmerski,Romance,4.23,141656,10617,426,7.0
706,Ivanhoe,Walter Scott,Classics,3.75,87022,10550,541,4.0
707,Carry On,Rainbow Rowell,Fantasy,4.22,205334,10546,522,7.0
708,Princess Academy,Shannon Hale,Fantasy,4.01,104932,10530,314,1.0
709,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D,Nonfiction,3.98,708708,10521,320,8.0
710,The Nightingale,Kristin Hannah,Historical Fiction,4.57,697799,10473,440,4.0
711,Ender's Shadow,Orson Scott,Science Fiction,4.3,153731,10430,469,3.0
712,The Aeneid,Virgil Robert,Classics,3.84,106523,10424,442,5.0
713,Unravel Me,Tahereh Mafi,Young Adult,4.23,170929,10401,461,5.0
714,Emma,Jane Austen,Classics,4.01,652027,10397,474,0.0
715,Walk Two Moons,Sharon Creech,Young Adult,3.97,151472,10392,280,3.0
716,Angle of Repose,Wallace Stegner,Fiction,4.24,54100,10381,569,2.0
717,Lover Avenged,JR Ward,Paranormal Romance,4.37,104915,10363,527,2.0
718,The Shell Seekers,Rosamunde Pilcher,Fiction,4.16,94826,10360,530,31.0
719,The Corrections,Jonathan Franzen,Fiction,3.8,156297,10342,653,2.0
720,The Bluest Eye,Toni Morrison,Fiction,4.06,173284,10336,216,5.0
721,Anthem,Ayn Rand,Fiction,3.63,130790,10321,105,4.0
723,Under the Dome,Stephen King,Horror,3.91,257226,10281,1074,4.0
724,Living Dead in Dallas,Charlaine Harris,Fantasy,3.96,234310,10248,291,2.0
725,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Nonfiction,4.17,182235,10229,450,8.0
726,A Canticle for Leibowitz,Walter M,Science Fiction,3.97,93290,10223,334,9.0
727,The Jungle Books,Rudyard Kipling,Classics,4.01,83415,10210,368,4.0
728,Collected Fictions,Jorge Luis,Fiction,4.58,20586,10200,565,12.0
730,One Day,David Nicholls,Fiction,3.8,286733,10149,435,1.0
731,The Story of My Life,Helen Keller,Nonfiction,4.08,131878,10089,240,5.0
733,Something Wicked This Way Comes,Ray Bradbury,Horror,3.93,100167,10075,293,5.0
734,Linger,Maggie Stiefvater,Young Adult,3.9,151443,10070,362,4.0
735,Geek Love,Katherine Dunn,Fiction,3.95,59733,10058,348,5.0
737,The Portrait of a Lady,Henry James,Classics,3.77,72699,9972,797,1.0
738,Because of Winn-Dixie,Kate DiCamillo,Fiction,4.05,206478,9964,182,4.0
739,My Name Is Asher Lev,Chaim Potok,Fiction,4.21,36004,9960,369,2.0
741,Song of Solomon,Toni Morrison,Fiction,4.08,86049,9925,337,12.0
743,Jude the Obscure,Thomas Hardy,Classics,3.82,63721,9835,310,4.0
744,Red Rising,Pierce Brown,Science Fiction,4.25,247838,9819,382,19.0
745,Macbeth,William Shakespeare,Classics,3.9,673537,9819,249,6.0
746,The Namesake,Jhumpa Lahiri,Fiction,4.0,233553,9816,291,3.0
749,The Death Cure,James Dashner,Young Adult,3.77,337553,9750,325,3.0
751,The Girl on the Train,Paula Hawkins,Fiction,3.93,2111336,9732,325,2.0
754,Ficciones,Jorge Luis,Fiction,4.44,49309,9676,174,12.0
755,It's Kind of a Funny Story,Ned Vizzini,Young Adult,4.11,210996,9637,444,1.0
756,Fire,Kristin Cashore,Fantasy,4.1,161240,9616,480,9.0
757,Death on the Nile,Agatha Christie,Mystery,4.1,127217,9602,214,3.0
758,The Color of Magic,Terry Pratchett,Fantasy,3.99,316186,9543,228,2.0
759,The Hero of Ages,Brandon Sanderson,Fantasy,4.48,265610,9537,572,8.0
760,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,Military Fiction,4.31,11097,9533,376,13.0
761,The Sorrows of Young Werther,Johann Wolfgang,Classics,3.67,84940,9527,149,8.0
762,Still Alice,Lisa Genova,Fiction,4.32,296272,9506,292,12.0
763,The Moon Is a Harsh Mistress,Robert A,Science Fiction,4.16,112987,9480,288,16.0
764,Choke,Chuck Palahniuk,Fiction,3.7,185831,9473,293,3.0
765,Battle Royale,Koushun Takami,Fiction,4.16,59129,9444,617,2.0
766,Dandelion Wine,Ray Bradbury,Fiction,4.07,57125,9430,239,5.0
767,Mary Poppins,PL Travers,Classics,4.02,114882,9409,209,5.0
768,Finale,Becca Fitzpatrick,Young Adult,4.18,140459,9406,464,5.0
769,The Awakening,Kelley Armstrong,Young Adult,4.14,107557,9405,360,3.0
770,Gift from the Sea,Anne Morrow,Nonfiction,4.15,42686,9391,130,4.0
772,Revolutionary Road,Richard Yates,Fiction,3.9,79525,9377,355,1.0
773,An Abundance of Katherines,John Green,Young Adult,3.57,447095,9365,229,4.0
774,Antigone,Sophocles JE,Classics,3.66,105308,9352,80,8.0
775,The Invention of Hugo Cabret,Brian Selznick,Historical Fiction,4.22,162904,9343,533,5.0
